Polyelectrolytes;D01.248.249
Skin Window Technique;E01.370.225.812.125.875
Cytotoxicity Tests, Immunologic;E01.370.225.812.160
Complement Hemolytic Activity Assay;E01.370.225.812.160.155
Hemolytic Plaque Technique;E01.370.225.812.375
Histocompatibility Testing;E01.370.225.812.385
Blood Grouping and Crossmatching;E01.370.225.812.385.120
Lymphocyte Culture Test, Mixed;E01.370.225.812.385.475
Immune Adherence Reaction;E01.370.225.812.400
Immunophenotyping;E01.370.225.812.447
Interferon-gamma Release Tests;E01.370.225.812.453
Leukocyte Adherence Inhibition Test;E01.370.225.812.460
Lymphocyte Activation;E01.370.225.812.482
Monitoring, Immunologic;E01.370.225.812.505
Pregnancy Tests, Immunologic;E01.370.225.812.620
Rosette Formation;E01.370.225.812.706
Serologic Tests;E01.370.225.812.735
Agglutination Tests;E01.370.225.812.735.050
Hemagglutination Tests;E01.370.225.812.735.050.375
Coombs Test;E01.370.225.812.735.050.375.150
Latex Fixation Tests;E01.370.225.812.735.050.450
AIDS Serodiagnosis;E01.370.225.812.735.060
Complement Fixation Tests;E01.370.225.812.735.150
Complement Hemolytic Activity Assay;E01.370.225.812.735.155
Hemadsorption Inhibition Tests;E01.370.225.812.735.360
Hemagglutination Inhibition Tests;E01.370.225.812.735.370
Neutralization Tests;E01.370.225.812.735.550
Precipitin Tests;E01.370.225.812.735.645
Flocculation Tests;E01.370.225.812.735.645.300
Immunodiffusion;E01.370.225.812.735.645.350
Immunoelectrophoresis;E01.370.225.812.735.645.350.350
Counterimmunoelectrophoresis;E01.370.225.812.735.645.350.350.150
Immunoelectrophoresis, Two-Dimensional;E01.370.225.812.735.645.350.350.350
Radioallergosorbent Test;E01.370.225.812.735.830
Radioimmunoprecipitation Assay;E01.370.225.812.735.840
Serum Bactericidal Antibody Assay;E01.370.225.812.735.845
Syphilis Serodiagnosis;E01.370.225.812.735.850
Fluorescent Treponemal Antibody-Absorption Test;E01.370.225.812.735.850.200
Treponema Immobilization Test;E01.370.225.812.735.850.800
Serotyping;E01.370.225.812.742
Skin Tests;E01.370.225.812.871
Intradermal Tests;E01.370.225.812.871.300
Kveim Test;E01.370.225.812.871.300.540
Skin Test End-Point Titration;E01.370.225.812.871.300.750
Local Lymph Node Assay;E01.370.225.812.871.450
Passive Cutaneous Anaphylaxis;E01.370.225.812.871.600
Patch Tests;E01.370.225.812.871.610
Skin Window Technique;E01.370.225.812.871.705
Tuberculin Test;E01.370.225.812.871.800
Laboratory Critical Values;E01.370.225.828
Metabolic Clearance Rate;E01.370.225.843
Microbiological Techniques;E01.370.225.875
Axenic Culture;E01.370.225.875.074
Bacteriological Techniques;E01.370.225.875.150
Bacterial Load;E01.370.225.875.150.115
Bacterial Typing Techniques;E01.370.225.875.150.125
Bacteriophage Typing;E01.370.225.875.150.125.150
Molecular Typing;E01.370.225.875.150.125.457
Multilocus Sequence Typing;E01.370.225.875.150.125.457.500
Ribotyping;E01.370.225.875.150.125.765
Serotyping;E01.370.225.875.150.125.890
Limulus Test;E01.370.225.875.150.570
Blood Culture;E01.370.225.875.185
Colony Count, Microbial;E01.370.225.875.220
Bacterial Load;E01.370.225.875.220.115
Microbial Sensitivity Tests;E01.370.225.875.595
Disk Diffusion Antimicrobial Tests;E01.370.225.875.595.399
Serum Bactericidal Test;E01.370.225.875.595.800
Mycological Typing Techniques;E01.370.225.875.610
Serial Passage;E01.370.225.875.837
Viral Load;E01.370.225.875.950
Virus Cultivation;E01.370.225.875.970
Viral Plaque Assay;E01.370.225.875.970.790
Virus Inactivation;E01.370.225.875.977
Xenodiagnosis;E01.370.225.875.985
Molecular Diagnostic Techniques;E01.370.225.880
Human Papillomavirus DNA Tests;E01.370.225.880.500
Neonatal Screening;E01.370.225.910
Occult Blood;E01.370.225.925
Parasite Load;E01.370.225.932
Parasite Egg Count;E01.370.225.932.600
Parasitic Sensitivity Tests;E01.370.225.940
Pregnancy Tests;E01.370.225.970
Pregnancy Tests, Immunologic;E01.370.225.970.620
Radioligand Assay;E01.370.225.985
Semen Analysis;E01.370.225.992
Sperm Count;E01.370.225.992.624
Sperm Motility;E01.370.225.992.812
Sex Determination Analysis;E01.370.225.996
Sex Determination by Skeleton;E01.370.225.996.500
Specimen Handling;E01.370.225.998
Biopsy;E01.370.225.998.054
Biopsy, Needle;E01.370.225.998.054.119
Biopsy, Fine-Needle;E01.370.225.998.054.119.500
Endoscopic Ultrasound-Guided Fine Needle Aspiration;E01.370.225.998.054.119.500.500
Biopsy, Large-Core Needle;E01.370.225.998.054.119.750
Chorionic Villi Sampling;E01.370.225.998.054.149
Conization;E01.370.225.998.054.160
Image-Guided Biopsy;E01.370.225.998.054.370
Endoscopic Ultrasound-Guided Fine Needle Aspiration;E01.370.225.998.054.370.500
Papanicolaou Test;E01.370.225.998.054.422
Sentinel Lymph Node Biopsy;E01.370.225.998.054.580
Spinal Puncture;E01.370.225.998.054.790
Vaginal Smears;E01.370.225.998.054.800
Blood Specimen Collection;E01.370.225.998.110
Cordocentesis;E01.370.225.998.110.150
Petrosal Sinus Sampling;E01.370.225.998.110.600
Phlebotomy;E01.370.225.998.110.625
Dissection;E01.370.225.998.221
Microdissection;E01.370.225.998.221.580
Laser Capture Microdissection;E01.370.225.998.221.580.500
DNA Contamination;E01.370.225.998.293
Paracentesis;E01.370.225.998.329
Amniocentesis;E01.370.225.998.329.309
Arthrocentesis;E01.370.225.998.329.465
Cordocentesis;E01.370.225.998.329.543
Pericardiocentesis;E01.370.225.998.329.620
Thoracentesis;E01.370.225.998.329.810
Tympanocentesis;E01.370.225.998.329.905
Urine Specimen Collection;E01.370.225.998.762
Diagnostic Imaging;E01.370.350
Cardiac Imaging Techniques;E01.370.350.130
Angiocardiography;E01.370.350.130.249
Cardiac-Gated Imaging Techniques;E01.370.350.130.500
Cardiac-Gated Single-Photon Emission Computer-Assisted Tomography;E01.370.350.130.500.500
Gated Blood-Pool Imaging;E01.370.350.130.500.750
Coronary Angiography;E01.370.350.130.625
Echocardiography;E01.370.350.130.750
Echocardiography, Doppler;E01.370.350.130.750.220
Echocardiography, Doppler, Color;E01.370.350.130.750.220.220
Echocardiography, Doppler, Pulsed;E01.370.350.130.750.220.225
Echocardiography, Stress;E01.370.350.130.750.228
Echocardiography, Three-Dimensional;E01.370.350.130.750.230
Echocardiography, Four-Dimensional;E01.370.350.130.750.230.230
Echocardiography, Transesophageal;E01.370.350.130.750.235
Myocardial Perfusion Imaging;E01.370.350.130.875
Radionuclide Ventriculography;E01.370.350.130.937
Gated Blood-Pool Imaging;E01.370.350.130.937.350
Ventriculography, First-Pass;E01.370.350.130.937.950
Image Interpretation, Computer-Assisted;E01.370.350.350
Neuronavigation;E01.370.350.350.349
Radiographic Image Interpretation, Computer-Assisted;E01.370.350.350.700
Tomography, Emission-Computed;E01.370.350.350.800
Positron-Emission Tomography;E01.370.350.350.800.700
Positron Emission Tomography Computed Tomography;E01.370.350.350.800.700.500
Tomography, Emission-Computed, Single-Photon;E01.370.350.350.800.800
Cardiac-Gated Single-Photon Emission Computer-Assisted Tomography;E01.370.350.350.800.800.500
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.350.800.800.750
Tomography, X-Ray Computed;E01.370.350.350.810
Colonography, Computed Tomographic;E01.370.350.350.810.180
Computed Tomography Angiography;E01.370.350.350.810.335
Four-Dimensional Computed Tomography;E01.370.350.350.810.490
Positron Emission Tomography Computed Tomography;E01.370.350.350.810.645
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.350.810.723
Tomography, Spiral Computed;E01.370.350.350.810.800
Multidetector Computed Tomography;E01.370.350.350.810.800.500
Imaging, Three-Dimensional;E01.370.350.400
Echocardiography, Three-Dimensional;E01.370.350.400.200
Echocardiography, Four-Dimensional;E01.370.350.400.200.230
Four-Dimensional Computed Tomography;E01.370.350.400.350
Holography;E01.370.350.400.500
Microscopy;E01.370.350.515
Intravital Microscopy;E01.370.350.515.277
Dermoscopy;E01.370.350.515.277.250
Microscopic Angioscopy;E01.370.350.515.277.500
Microscopy, Acoustic;E01.370.350.515.370
Microscopy, Confocal;E01.370.350.515.395
Laser Scanning Cytometry;E01.370.350.515.395.500
Microscopy, Electron;E01.370.350.515.402
Cryoelectron Microscopy;E01.370.350.515.402.150
Electron Probe Microanalysis;E01.370.350.515.402.250
Microscopy, Electron, Scanning;E01.370.350.515.402.541
Microscopy, Electron, Transmission;E01.370.350.515.402.580
Microscopy, Electron, Scanning Transmission;E01.370.350.515.402.580.480
Microscopy, Energy-Filtering Transmission Electron;E01.370.350.515.402.580.500
Microscopy, Immunoelectron;E01.370.350.515.402.625
Microscopy, Fluorescence;E01.370.350.515.458
Microscopy, Fluorescence, Multiphoton;E01.370.350.515.458.500
Microscopy, Interference;E01.370.350.515.513
Microscopy, Phase-Contrast;E01.370.350.515.513.569
Microscopy, Polarization;E01.370.350.515.624
Microscopy, Scanning Probe;E01.370.350.515.666
Microscopy, Atomic Force;E01.370.350.515.666.400
Microscopy, Electrochemical, Scanning;E01.370.350.515.666.450
Microscopy, Scanning Tunneling;E01.370.350.515.666.500
Microscopy, Ultraviolet;E01.370.350.515.680
Microscopy, Video;E01.370.350.515.690
Nuclear Microscopy;E01.370.350.515.744
Photomicrography;E01.370.350.515.799
Single Molecule Imaging;E01.370.350.515.899
Molecular Imaging;E01.370.350.557
Cell Tracking;E01.370.350.557.500
Single Molecule Imaging;E01.370.350.557.750
Multimodal Imaging;E01.370.350.567
Computed Tomography Angiography;E01.370.350.567.250
Positron Emission Tomography Computed Tomography;E01.370.350.567.500
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.567.750
Neuroimaging;E01.370.350.578
Diffusion Tensor Imaging;E01.370.350.578.750
Functional Neuroimaging;E01.370.350.578.875
Brain Mapping;E01.370.350.578.875.500
Connectome;E01.370.350.578.875.500.249
Neuroradiography;E01.370.350.578.937
Cerebral Angiography;E01.370.350.578.937.180
Cerebral Ventriculography;E01.370.350.578.937.190
Echoencephalography;E01.370.350.578.937.260
Ultrasonography, Doppler, Transcranial;E01.370.350.578.937.260.850
Myelography;E01.370.350.578.937.505
Pneumoencephalography;E01.370.350.578.937.620
Optical Imaging;E01.370.350.589
Narrow Band Imaging;E01.370.350.589.124
Tomography, Optical;E01.370.350.589.249
Tomography, Optical Coherence;E01.370.350.589.249.500
Transillumination;E01.370.350.589.500
Photography;E01.370.350.600
Holography;E01.370.350.600.300
Image Enhancement;E01.370.350.600.350
Radiographic Image Enhancement;E01.370.350.600.350.700
Angiography, Digital Subtraction;E01.370.350.600.350.700.060
Radiography, Dental, Digital;E01.370.350.600.350.700.690
Radiography, Dual-Energy Scanned Projection;E01.370.350.600.350.700.700
Tomography, X-Ray Computed;E01.370.350.600.350.700.810
Colonography, Computed Tomographic;E01.370.350.600.350.700.810.180
Computed Tomography Angiography;E01.370.350.600.350.700.810.335
Positron Emission Tomography Computed Tomography;E01.370.350.600.350.700.810.490
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.600.350.700.810.645
Tomography, Spiral Computed;E01.370.350.600.350.700.810.800
Multidetector Computed Tomography;E01.370.350.600.350.700.810.800.500
Tomography, Emission-Computed;E01.370.350.600.350.800
Positron-Emission Tomography;E01.370.350.600.350.800.399
Positron Emission Tomography Computed Tomography;E01.370.350.600.350.800.399.500
Tomography, Emission-Computed, Single-Photon;E01.370.350.600.350.800.800
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.600.350.800.800.500
Photofluorography;E01.370.350.600.625
Photogrammetry;E01.370.350.600.630
Moire Topography;E01.370.350.600.630.500
Radiostereometric Analysis;E01.370.350.600.630.750
Photography, Dental;E01.370.350.600.631
Photomicrography;E01.370.350.600.635
Time-Lapse Imaging;E01.370.350.600.817
Radiography;E01.370.350.700
Absorptiometry, Photon;E01.370.350.700.024
Age Determination by Skeleton;E01.370.350.700.050
Angiography;E01.370.350.700.060
Angiocardiography;E01.370.350.700.060.050
Angiography, Digital Subtraction;E01.370.350.700.060.060
Aortography;E01.370.350.700.060.070
Cerebral Angiography;E01.370.350.700.060.180
Cineangiography;E01.370.350.700.060.190
Coronary Angiography;E01.370.350.700.060.200
Phlebography;E01.370.350.700.060.600
Portography;E01.370.350.700.060.610
Arthrography;E01.370.350.700.070
Cineradiography;E01.370.350.700.150
Cineangiography;E01.370.350.700.150.190
Electrokymography;E01.370.350.700.200
Fluoroscopy;E01.370.350.700.225
Barium Enema;E01.370.350.700.225.313
Photofluorography;E01.370.350.700.225.625
Hysterosalpingography;E01.370.350.700.325
Lymphography;E01.370.350.700.475
Mammography;E01.370.350.700.500
Xeromammography;E01.370.350.700.500.975
Microradiography;E01.370.350.700.510
Neuroradiography;E01.370.350.700.560
Cerebral Angiography;E01.370.350.700.560.180
Cerebral Ventriculography;E01.370.350.700.560.190
Echoencephalography;E01.370.350.700.560.260
Ultrasonography, Doppler, Transcranial;E01.370.350.700.560.260.850
Myelography;E01.370.350.700.560.505
Pneumoencephalography;E01.370.350.700.560.620
Pneumoradiography;E01.370.350.700.625
Pneumoencephalography;E01.370.350.700.625.620
Radiographic Image Enhancement;E01.370.350.700.700
Angiography, Digital Subtraction;E01.370.350.700.700.060
Radiography, Dental, Digital;E01.370.350.700.700.690
Radiography, Dual-Energy Scanned Projection;E01.370.350.700.700.700
Tomography, X-Ray Computed;E01.370.350.700.700.810
Colonography, Computed Tomographic;E01.370.350.700.700.810.180
Computed Tomography Angiography;E01.370.350.700.700.810.335
Four-Dimensional Computed Tomography;E01.370.350.700.700.810.490
Positron Emission Tomography Computed Tomography;E01.370.350.700.700.810.645
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.700.700.810.723
Tomography, Spiral Computed;E01.370.350.700.700.810.800
Multidetector Computed Tomography;E01.370.350.700.700.810.800.500
Radiographic Image Interpretation, Computer-Assisted;E01.370.350.700.705
Radiographic Magnification;E01.370.350.700.710
Radiography, Abdominal;E01.370.350.700.715
Cholangiography;E01.370.350.700.715.200
Cholangiopancreatography, Endoscopic Retrograde;E01.370.350.700.715.200.200
Cholecystography;E01.370.350.700.715.210
Defecography;E01.370.350.700.715.250
Portography;E01.370.350.700.715.610
Radiography, Dental;E01.370.350.700.720
Age Determination by Teeth;E01.370.350.700.720.050
Radiography, Bitewing;E01.370.350.700.720.700
Radiography, Dental, Digital;E01.370.350.700.720.720
Radiography, Panoramic;E01.370.350.700.720.750
Sialography;E01.370.350.700.720.793
Radiography, Interventional;E01.370.350.700.725
Radiography, Thoracic;E01.370.350.700.730
Bronchography;E01.370.350.700.730.100
Mass Chest X-Ray;E01.370.350.700.730.500
Radiostereometric Analysis;E01.370.350.700.750
Sex Determination by Skeleton;E01.370.350.700.770
Tomography, X-Ray;E01.370.350.700.810
Tomography, X-Ray Computed;E01.370.350.700.810.810
Colonography, Computed Tomographic;E01.370.350.700.810.810.180
Cone-Beam Computed Tomography;E01.370.350.700.810.810.490
Spiral Cone-Beam Computed Tomography;E01.370.350.700.810.810.490.500
Computed Tomography Angiography;E01.370.350.700.810.810.568
Four-Dimensional Computed Tomography;E01.370.350.700.810.810.645
Positron Emission Tomography Computed Tomography;E01.370.350.700.810.810.723
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.700.810.810.762
Tomography, Spiral Computed;E01.370.350.700.810.810.800
Multidetector Computed Tomography;E01.370.350.700.810.810.800.249
Spiral Cone-Beam Computed Tomography;E01.370.350.700.810.810.800.500
X-Ray Microtomography;E01.370.350.700.810.810.900
Urography;E01.370.350.700.830
Cystography;E01.370.350.700.830.500
Xeroradiography;E01.370.350.700.975
Xeromammography;E01.370.350.700.975.975
Radionuclide Imaging;E01.370.350.710
Lymphoscintigraphy;E01.370.350.710.299
Perfusion Imaging;E01.370.350.710.600
Myocardial Perfusion Imaging;E01.370.350.710.600.500
Radioimmunodetection;E01.370.350.710.710
Radionuclide Angiography;E01.370.350.710.715
Radioisotope Renography;E01.370.350.710.715.700
Radionuclide Ventriculography;E01.370.350.710.715.710
Gated Blood-Pool Imaging;E01.370.350.710.715.710.350
Ventriculography, First-Pass;E01.370.350.710.715.710.950
Tomography, Emission-Computed;E01.370.350.710.800
Positron-Emission Tomography;E01.370.350.710.800.399
Positron Emission Tomography Computed Tomography;E01.370.350.710.800.399.500
Tomography, Emission-Computed, Single-Photon;E01.370.350.710.800.800
Cardiac-Gated Single-Photon Emission Computer-Assisted Tomography;E01.370.350.710.800.800.500
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.710.800.800.750
Respiratory-Gated Imaging Techniques;E01.370.350.730
Spectroscopy, Near-Infrared;E01.370.350.750
Stroboscopy;E01.370.350.755
Subtraction Technique;E01.370.350.760
Angiography, Digital Subtraction;E01.370.350.760.060
Radiography, Dual-Energy Scanned Projection;E01.370.350.760.700
Terahertz Imaging;E01.370.350.780
Thermography;E01.370.350.800
Tomography;E01.370.350.825
Electron Microscope Tomography;E01.370.350.825.249
Magnetic Resonance Imaging;E01.370.350.825.500
Cholangiopancreatography, Magnetic Resonance;E01.370.350.825.500.100
Diffusion Magnetic Resonance Imaging;E01.370.350.825.500.150
Echo-Planar Imaging;E01.370.350.825.500.200
Fluorine-19 Magnetic Resonance Imaging;E01.370.350.825.500.350
Magnetic Resonance Angiography;E01.370.350.825.500.500
Magnetic Resonance Imaging, Cine;E01.370.350.825.500.510
Tomography, Emission-Computed;E01.370.350.825.800
Positron-Emission Tomography;E01.370.350.825.800.399
Positron Emission Tomography Computed Tomography;E01.370.350.825.800.399.500
Tomography, Emission-Computed, Single-Photon;E01.370.350.825.800.800
Cardiac-Gated Single-Photon Emission Computer-Assisted Tomography;E01.370.350.825.800.800.500
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.825.800.800.750
Tomography, Optical;E01.370.350.825.805
Tomography, Optical Coherence;E01.370.350.825.805.500
Tomography, X-Ray;E01.370.350.825.810
Tomography, X-Ray Computed;E01.370.350.825.810.810
Cone-Beam Computed Tomography;E01.370.350.825.810.810.399
Spiral Cone-Beam Computed Tomography;E01.370.350.825.810.810.399.500
Computed Tomography Angiography;E01.370.350.825.810.810.499
Four-Dimensional Computed Tomography;E01.370.350.825.810.810.599
Positron Emission Tomography Computed Tomography;E01.370.350.825.810.810.700
Single Photon Emission Computed Tomography Computed Tomography;E01.370.350.825.810.810.750
Tomography, Spiral Computed;E01.370.350.825.810.810.800
Multidetector Computed Tomography;E01.370.350.825.810.810.800.249
Spiral Cone-Beam Computed Tomography;E01.370.350.825.810.810.800.500
X-Ray Microtomography;E01.370.350.825.810.810.900
Ultrasonography;E01.370.350.850
Carotid Intima-Media Thickness;E01.370.350.850.150
Echocardiography;E01.370.350.850.220
Echocardiography, Doppler;E01.370.350.850.220.220
